191__a,71020a,65117a,71127a,65007a,245__,246__,246__(2),246__(3),079__,269__,coverage,500__,020__a,022__a,en_id,fr_id,es_id,ru_id,dl
E/NL.1995/26,United Kingdom,MONTSERRAT,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,"$a Montserrat, communicated by the Government of the United Kingdom :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,1995-01-01 0:00:00,1991-01-01 00:00:00||1992-01-01 00:00:00,,,,421818,,,,n
E/NL.1957/66-68,Morocco,MOROCCO,,NARCOTIC DRUGS,"$a Morocco :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Maroc :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1957-01-01 0:00:00,1953-01-01 0:00:00,,,,420915,418044,,,n
E/NL.1957/20-21,Morocco,MOROCCO,,NARCOTIC DRUGS,"$a Morocco :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Maroc :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1957-01-01 0:00:00,1956-01-01 0:00:00,,,,420332,419073,,,n
E/NL.1958/12,Morocco,MOROCCO,,NARCOTIC DRUGS,"$a Morocco :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Maroc :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1958-01-01 0:00:00,1958-01-01 0:00:00,,,,418976,419595,,,n
E/NL.1956/101,France,MOROCCO,,NARCOTIC DRUGS,"$a Morocco, communicated by the Government of France :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Maroc, communiqués par le gouvernement de la France :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1956-01-01 0:00:00,1953-01-01 0:00:00,,,,419021,422161,,,n
E/NL.1956/37-38,France,MOROCCO,,NARCOTIC DRUGS,"$a Morocco, communicated by the Government of France :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Maroc, communiqués par le gouvernement de la France :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1956-01-01 0:00:00,1955-01-01 0:00:00,,,,420617,421296,,,n
E/NL.1955/46,France,MOROCCO,,NARCOTIC DRUGS,"$a Morocco, communicated by the Government of France :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Maroc, communiqués par le gouvernement de la France :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1955-01-01 0:00:00,1955-01-01 0:00:00,,,,418841,419716,,,n
E/NL.1954/115-117,France,MOROCCO,,NARCOTIC DRUGS,"$a Morocco, communicated by the Government of France :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Maroc, communiqués par le gouvernement de la France :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1954-01-01 0:00:00,1954-01-01 0:00:00,,,,417965,420494,,,n
E/NL.1948/9,Portugal,MOZAMBIQUE,,NARCOTIC DRUGS,"$a Mozambique, communicated by the government of Portugal :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Mozambique, communiqués par le gouvernement du Portugal :$b Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1948-01-01 0:00:00,1941-01-01 0:00:00,,,,418756,421525,,,n
E/NL.1957/47,Portugal,MOZAMBIQUE,,NARCOTIC DRUGS,"$a Mozambique, communicated by the Government of Portugal :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Mozambique, communiqués par le gouvernement du Portugal :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1957-01-01 0:00:00,1954-01-01 0:00:00,,,,421471,418089,,,n
E/NL.1959/78,Portugal,MOZAMBIQUE,,NARCOTIC DRUGS,"$a Mozambique, communicated by the Government of Portugal :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1959-01-01 0:00:00,1959-01-01 0:00:00,,,,420224,,,,n
E/NL.1966/20,Portugal,MOZAMBIQUE,,NARCOTIC DRUGS,"$a Mozambique, communicated by the Government of Portugal :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs",,,,,1966-01-01 0:00:00,1965-01-01 0:00:00,,,,418904,,,,n
E/NL.1993/1-7,Myanmar,MYANMAR,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Myanmar :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1993-01-01 0:00:00,1993-01-01 00:00:00||1992-01-01 00:00:00,,,,421003,,,,y
E/NL.1993/40-41,Myanmar,MYANMAR,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Myanmar :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1993-01-01 0:00:00,1993-01-01 0:00:00,,,,420509,,,,y
E/INCB/1992/2,International Narcotics Control Board,,,NARCOTIC DRUGS,"$a Narcotic drugs :$b estimated world requirements for 1993, statistics for 1991",,,,92.XI.1,1992-01-01 0:00:00,1993-01-01 00:00:00||1991-01-01 00:00:00,, 92-1-048053-8 (English), 1013-3453 ,420255,,,,n
E/INCB/1993/2,International Narcotics Control Board,,,NARCOTIC DRUGS,"$a Narcotic drugs :$b estimated world requirements for 1994, statistics for 1992",,,,94.XI.3,1993-01-01 0:00:00,1992-01-01 00:00:00||1994-01-01 00:00:00,, 92-1-048057-0 (English), 1013-3453 ,422172,,,,y
E/NL.1963/9,Australia,NAURU,,NARCOTIC DRUGS,"$a Nauru, communicated by the Government of Australia :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1963-01-01 0:00:00,1961-01-01 0:00:00,,,,422313,,,,n
E/NL.1953/53,Australia,NAURU,,NARCOTIC DRUGS,"$a Nauru, communicated by the Government of Australia :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1953-01-01 0:00:00,1952-01-01 0:00:00,,,,420343,,,,n
E/NL.1994/5,Nepal,NEPAL,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Nepal :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1994-01-01 0:00:00,1976-01-01 0:00:00,,,,421793,,,,y
E/NL.1977/32,Nepal,NEPAL,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Nepal :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,,1977-01-01 0:00:00,1976-01-01 0:00:00,,,,420460,,,,y
E/NL.1964/71,Nepal,NEPAL,,NARCOTIC DRUGS,"$a Nepal, communicated by the Government of the Kingdom of Nepal :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1964-01-01 0:00:00,1962-01-01 00:00:00||1960-01-01 00:00:00,,,,420185,,,,n
E/NL.1949/75-77,Netherlands,NETHERLANDS,,NARCOTIC DRUGS,"$a Netherlands :$b Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946",,,,,1949-01-01 0:00:00,1948-01-01 0:00:00,,,,421576,,,,n
E/NL.1949/57,Netherlands,NETHERLANDS,,NARCOTIC DRUGS,"$a Netherlands :$b Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946","$a Pays-Bas :$b Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1949-01-01 0:00:00,1949-01-01 0:00:00,,,,420705,419844,,,n
E/NL.1948/15,Netherlands,NETHERLANDS,,NARCOTIC DRUGS,"$a Netherlands :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Pays-Bas :$b Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1948-01-01 0:00:00,1948-01-01 0:00:00,,,,421943,419370,,,n
E/NL.1953/3,Netherlands,NETHERLANDS,,NARCOTIC DRUGS,"$a Netherlands :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Pays-Bas :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1953-01-01 0:00:00,1951-01-01 0:00:00,,,,421840,421424,,,n
E/NL.1951/20-21,Netherlands,NETHERLANDS,,NARCOTIC DRUGS,"$a Netherlands :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Pays-Bas :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1951-01-01 0:00:00,1949-01-01 0:00:00,,,,421785,420168,,,n
E/NL.1951/80,Netherlands,NETHERLANDS,,NARCOTIC DRUGS,"$a Netherlands :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Pays-Bas :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1951-01-01 0:00:00,1950-01-01 0:00:00,,,,421304,421768,,,n
E/NL.1959/69,Netherlands,NETHERLANDS,,NARCOTIC DRUGS,"$a Netherlands :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1959-01-01 0:00:00,1959-01-01 0:00:00,,,,421598,,,,n
E/NL.1956/84,Netherlands,NETHERLANDS,,NARCOTIC DRUGS,"$a Netherlands :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Pays-Bas :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1956-01-01 0:00:00,1953-01-01 0:00:00,,,,419714,421170,,,n
E/NL.1960/110,Netherlands,NETHERLANDS,,NARCOTIC DRUGS,"$a Netherlands :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1960-01-01 0:00:00,1960-01-01 0:00:00,,,,421422,,,,n
E/NL.1955/30,Netherlands,NETHERLANDS,,NARCOTIC DRUGS,"$a Netherlands :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Pays-Bas :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1955-01-01 0:00:00,1955-01-01 0:00:00,,,,419495,421305,,,n
E/NL.1955/22-23,Netherlands,NETHERLANDS,,NARCOTIC DRUGS,"$a Netherlands :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Pays-Bas :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1955-01-01 0:00:00,1955-01-01 0:00:00,,,,418251,420711,,,n
E/NL.1958/56,Netherlands,NETHERLANDS,,NARCOTIC DRUGS,"$a Netherlands :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946",,,,,1958-01-01 0:00:00,1958-01-01 0:00:00,,,,420642,,,,n
E/NL.1948/16,Netherlands,NETHERLANDS,,NARCOTIC DRUGS,"$a Netherlands :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Pays-Bas :$b Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1948-01-01 0:00:00,1948-01-01 0:00:00,,,,418050,419957,,,n
